tweets,len,ID,Date,Source,Likes,RTs,location,UserName,Name
@__xzez 😍💛 كلك ذوق أختي,1,1037350743903268865,2018-09-05 14:44:25,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sshehry1990 💛 https://t.co/mdgEFShqye,1,1037350529591062528,2018-09-05 14:43:33,Falcon Social Media Management ,7,1,Kingdom of Saudi Arabia,noon,نون
@Mohamed_kabeeer يسعدنا تعاملك معنا 😍💛,1,1037307728899833858,2018-09-05 11:53:29,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@M5_Sul تتهنا فيها 😍💛,1,1037296373325017088,2018-09-05 11:08:22,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Atheerkhalid256 @i5smxi 💛,1,1037052840370466816,2018-09-04 19:00:39,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"الخيارات كثرت بعد ما إنضمت ""يونايتد نود"" لعائلة نون💛
 https://t.co/eocyvPWQlB https://t.co/FEUY9fNNNu",1,1037022646356008961,2018-09-04 17:00:40,Socialbakers,4,1,Kingdom of Saudi Arabia,noon,نون
@wnnis مرحباً، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك  بشكل أفضل، شكراً لك.,1,1037020087310540801,2018-09-04 16:50:30,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@KW96R4YrGS7KDCn مرحباً، تم إلغاء الطلب حسب رغبتك و ستصل رسالة نصية تؤكد إلغاء الطلب. شكراً لك.,1,1037010585777524736,2018-09-04 16:12:45,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Moohammd_1998 https://t.co/zk4LM4hemT,1,1036981974102142976,2018-09-04 14:19:03,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@aljwuharh1 @DokkanAfkar @57_Mahaali @i5smxi @Mohannd_ كلك ذوق💛,1,1036981759915831296,2018-09-04 14:18:12,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@fofofoyyy123 بالعافيه عليكم و تتهنون فيها 💛,1,1036979061938184192,2018-09-04 14:07:29,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
"كل شي بوقته حلو! نوّنها على الإلكترونيات 💻 🖨
 https://t.co/BJ4nMQYk5o https://t.co/8z8rTIkTzt",1,1036958441229639680,2018-09-04 12:45:32,Socialbakers,10,0,Kingdom of Saudi Arabia,noon,نون
@iMOnt8d_511 العفو 😍 تتهني فيها 💛,1,1036947050116657157,2018-09-04 12:00:16,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@_____iaee @i5smxi كله لعيونكم تستاهلون 😍💛,1,1036946805676826625,2018-09-04 11:59:18,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@_____iaee @i5smxi 😍💛,1,1036942585477181440,2018-09-04 11:42:32,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@iMOnt8d_511 العفو 💛,1,1036942281759227905,2018-09-04 11:41:20,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@MahaAlbisher أحلي طفل 😍 ربنا يبارك فيه 💛,1,1036916642687660032,2018-09-04 09:59:27,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@SMB799 💛,1,1036914548979245056,2018-09-04 09:51:08,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ModyTem العفو محمد 💛,1,1036914328740540417,2018-09-04 09:50:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@m_y_ghazwani تتهنا فيهم 😍💛,1,1036909191397564416,2018-09-04 09:29:50,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@nuor82 شكرًا لك، كل شيء عشانكم يهون😍💛,1,1036890500622675968,2018-09-04 08:15:34,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@_____iaee @i5smxi 😍تستاهلون أكثر 💛,1,1036889346568318977,2018-09-04 08:10:59,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@beero1_ 😍💛😍💛#نوّنها,1,1036887388528799745,2018-09-04 08:03:12,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@7moooodct9 شكرا لك 😍تتهنا فيهم 💛,1,1036885734593048578,2018-09-04 07:56:38,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@manary950 تستاهل كل خير 😍💛
#نوّنها",1,1036883386860744704,2018-09-04 07:47:18,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"تفاصيل بسيطة تخلي طلتك مُلفتة 🕶💛
 https://t.co/7xagDbK5TL https://t.co/HQNclzC66w",1,1036629901661462529,2018-09-03 15:00:02,Socialbakers,1,0,Kingdom of Saudi Arabia,noon,نون
@ttome223341 شكرًا لك عزيزتي وإن شاء الله نكون عند حسن ظنك دائمًا😍💛,1,1036530301135151104,2018-09-03 08:24:16,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@Ameera25275578 https://t.co/73cfTZzBUD,1,1036510718105927680,2018-09-03 07:06:27,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@sr1515 https://t.co/TQpWCceXGi,1,1036510160460697600,2018-09-03 07:04:14,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
@abobader20302 @noon_cares @NagmSona @Gggg043 https://t.co/WRYqa9x3Zf,1,1036508384739172352,2018-09-03 06:57:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"نونّيها بشنطتين وحدة تناسب ذوقك والثانية تلمّ أغراضك 🎀
https://t.co/lAIFzIxDuC https://t.co/vogAw1VVGG",1,1036282609955786752,2018-09-02 16:00:02,Socialbakers,16,6,Kingdom of Saudi Arabia,noon,نون
@lioool7 💛✌️,1,1036262456824352769,2018-09-02 14:39:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@aihaibara002 💛,1,1036262290281193472,2018-09-02 14:39:17,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Nad345Had789 https://t.co/a4ef6cRlzg,1,1036231866960039936,2018-09-02 12:38:23,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
الرجاء التواصل معنا على الخاص 😊💛,1,1036197732875206656,2018-09-02 10:22:45,Twitter for iPhone,4,2,Kingdom of Saudi Arabia,noon,نون
"ألف مبروك للي جابوها صح وفازوا معانا💛
@ssttoe
@wessamalmatrood
@NeeliZzZ",1,1036190141809938432,2018-09-02 09:52:35,Twitter for iPhone,3,1,Kingdom of Saudi Arabia,noon,نون
@amaarmusttafa بالعافية عليك 💛,1,1036186635619246080,2018-09-02 09:38:40,Falcon Social Media Management ,3,0,Kingdom of Saudi Arabia,noon,نون
@Mohammed_Fz https://t.co/DUTOnRMSVF,1,1036140219051982848,2018-09-02 06:34:13,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Xlxd__ عليك بالعافيه 😍💛,1,1036133680849330176,2018-09-02 06:08:14,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@nona2fano العفو و تتهنين فيها 💛 #نونها,1,1036133104874868738,2018-09-02 06:05:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"ابدأ الدوام بستايل يقولهم مين أنت 
https://t.co/59Lq6cUQtM https://t.co/5fF5IxZgmV",1,1035905123174608897,2018-09-01 15:00:02,Socialbakers,7,2,Kingdom of Saudi Arabia,noon,نون
"@psychkim Hi, thank you for your interest in noon,
all our listed products are brand new and authentic.
Have a great night!",1,1035609361656291328,2018-08-31 19:24:47,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"ريح بالك ونوّنها من اليوم 💆‍♂️
https://t.co/RIjr11UPAH https://t.co/43O3hmQHha",1,1035565385200726016,2018-08-31 16:30:02,Socialbakers,9,2,Kingdom of Saudi Arabia,noon,نون
@GMDRemeithi الله يحفظها لك أخوي غيث 💛عميلتنا الصغيرة 😍,1,1035516462499291136,2018-08-31 13:15:38,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@asle_18_ بالتوفيق 😍💛,1,1035513963558170624,2018-08-31 13:05:42,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@HessaRajeh 💛,1,1035472305160441856,2018-08-31 10:20:10,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@kharbashatt @noon_cares https://t.co/05voTygfFy,1,1035191475473133568,2018-08-30 15:44:15,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"ورّنا شطارتك في القنص! كبتشرها على الوقت وعندك الفرصة تفوز بشنطة رهيبة
 شاركها على #كبتشرها_نوّنها🎒 https://t.co/28ZuT62kQy",1,1035180422425075713,2018-08-30 15:00:20,Socialbakers,47,84,Kingdom of Saudi Arabia,noon,نون
@HindaoB 😍💛 enjoy ! https://t.co/C5ddAQdjV4,1,1035144995014168581,2018-08-30 12:39:33,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
"نوّنها بكشخة ثوبك 👞💛
https://t.co/2R72gsYsQf https://t.co/pmAIktnQY8",1,1035113098313523200,2018-08-30 10:32:48,Socialbakers,8,6,Kingdom of Saudi Arabia,noon,نون
"الشنطة اللي ودّك ومعها وحدة ثانية مننا، نونّها بثنتين👏🏼
https://t.co/0hbNiy4az1 https://t.co/WIi5rG0SaQ",1,1034840609813450752,2018-08-29 16:30:02,Socialbakers,9,6,Kingdom of Saudi Arabia,noon,نون
@Mah_M11 https://t.co/mmf4Ytxxpp,1,1034793967974539264,2018-08-29 13:24:42,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@sAaleh_Hfc https://t.co/hkikTOfeHD,1,1034774995669536768,2018-08-29 12:09:18,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@umadilobaid https://t.co/krINEppIx6,1,1034487492643381248,2018-08-28 17:06:52,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@kharbashatt بإذن الله  😍💛,1,1034463925390204928,2018-08-28 15:33:13,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@s444_m https://t.co/GqzvmrOB3Y,1,1034449345381322753,2018-08-28 14:35:17,Falcon Social Media Management ,0,1,Kingdom of Saudi Arabia,noon,نون
@mskako1 @noon_cares @SoSo43426 https://t.co/rdtt5TWvI0,1,1034425483805569025,2018-08-28 13:00:28,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@noraa21h @noon_cares https://t.co/PHr3cZ5z0d,1,1034424074175504385,2018-08-28 12:54:52,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"هلا باللي يصيب العطر بالريبة.. هلا بالعرض الزين💛💄
https://t.co/MHp00PRNDU https://t.co/mOyR3FYpW3",1,1034405476375523329,2018-08-28 11:40:58,Socialbakers,12,2,Kingdom of Saudi Arabia,noon,نون
@_rema91x @latifax15 مرحبًا، تم التواصل معك عبر الخاص. شكرًا لك!,1,1034402988348108800,2018-08-28 11:31:05,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@latifax15 هلابك لطيفة 💛،
يمكنك استخدام كود الخصم
AZIZ
للحصول على خصم 10% على طلبيتك القادمة.",1,1034388582818099200,2018-08-28 10:33:50,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@Abuabdu49200163 سعيدين بخدمتك 😍💛,1,1034388358477357056,2018-08-28 10:32:57,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"جزمة جديدة تبدأ فيها أول خطوة بمسيرتك 👟💛
https://t.co/geNNBtS93W https://t.co/5o0fgv05Zd",1,1034115973362511872,2018-08-27 16:30:35,Socialbakers,14,1,Kingdom of Saudi Arabia,noon,نون
@111_samax مرحبا سما، تم الرد على الخاص.,1,1034062530547789824,2018-08-27 12:58:13,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@3GnuZ76gCGWLCdZ مرحبا اماني، تم التواصل معك عبر الخاص.,1,1033995086974132224,2018-08-27 08:30:14,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@Hashuumi #noonlove 💛 https://t.co/q2sbFMAmT4,1,1033833935841714176,2018-08-26 21:49:52,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@H7NO_ مرحباً حنين ، لقد تم التواصل معك على الخاص.,1,1033752191335653381,2018-08-26 16:25:03,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"نونّها وفالك الـ A+ 🌟
https://t.co/mzaII1tYqS https://t.co/F4UO8bREaT",1,1033731014248488961,2018-08-26 15:00:54,Socialbakers,10,0,Kingdom of Saudi Arabia,noon,نون
@mhhh5666 مرحباً، شكراً لك على مشاركة تجاربك معنا وعلى طيب كلماتك. نعدك بأن نكون درماً عند حسن ظنك!,1,1033690717460328448,2018-08-26 12:20:46,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@snow_flakse مرحبًا ناصر، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك  بشكل أفضل، شكراً لك.,1,1033402754625155072,2018-08-25 17:16:31,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@abo_njlah مرحباً. شكراً لمشاركة تجربتك، نتمنى أن يكون طلبك قد نال إعجابك. إلى أن نلتقي مجدداً، أطيب التحيات من فريق عمل نون. 💛,1,1032981216989990913,2018-08-24 13:21:28,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
أناقة الأبطال الصغار علينا😍 https://t.co/nxfi3x1rJL https://t.co/LsKfPcwtiz,1,1032976018019999744,2018-08-24 13:00:49,Socialbakers,13,2,Kingdom of Saudi Arabia,noon,نون
"@a32143214a2 @noon_cares مرحباً. يسعدنا سماع ذلك حقاً.
شكراً لك من القلب على محبتك وبإذن لله سنكون دائماً عند حسن ظنك!",1,1032922183495020544,2018-08-24 09:26:53,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@KBWjMIRJ0sPNPil مرحباً علي. شكراً لك على طيب الأمنيات، نحن نفخر ونكبر بمحبتك. 
من فريق عمل نون، كل عام وانت بألف خير!",1,1032920558420336640,2018-08-24 09:20:26,Falcon Social Media Management ,2,0,Kingdom of Saudi Arabia,noon,نون
"العيد مع نون عيدين 💛
نوّنها على: https://t.co/ScbpZBn5hw https://t.co/opQI88fCFj",1,1032616189275463681,2018-08-23 13:10:59,Socialbakers,12,0,Kingdom of Saudi Arabia,noon,نون
"أغراض البطل الصغيّر في مكان واحد 👼🍼
https://t.co/oeqw63rBvW https://t.co/mZDHMrUmU7",1,1032613503184433152,2018-08-23 13:00:18,Socialbakers,6,2,Kingdom of Saudi Arabia,noon,نون
@a32143214a2 https://t.co/UAknSklgki,1,1032587486915178496,2018-08-23 11:16:56,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
@wortyhf1 وعليكم السلام ورحمة الله وبركاته، يرجى التواصل معنا بتفاصيل طلبك عبر الخاص و ذلك ليتم مساعدتك  بشكل أفضل، شكراً لك.,1,1032578707704176640,2018-08-23 10:42:02,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"فرحة الصيف في علبة عطر 🌺🌊
https://t.co/Im8GlmKxDw https://t.co/uK999rdp51",1,1032251264539619329,2018-08-22 13:00:54,Socialbakers,13,2,Kingdom of Saudi Arabia,noon,نون
"فرحان فرحان بالعيد💛 
نوّنها على: https://t.co/ScbpZBn5hw https://t.co/xLAUXouE8d",1,1031866100760203265,2018-08-21 11:30:24,Socialbakers,4,1,Kingdom of Saudi Arabia,noon,نون
"كل عام وأنتم مع نون بخير 💛💛🐑
#عيد_الاضحى_المبارك https://t.co/WNaq5URQFF",1,1031745797631631360,2018-08-21 03:32:21,Socialbakers,20,4,Kingdom of Saudi Arabia,noon,نون
"البساطة لها ناسها! 
https://t.co/6xFnNvHFTr https://t.co/cqTzKWNwOO",1,1031526272571138048,2018-08-20 13:00:02,Socialbakers,4,0,Kingdom of Saudi Arabia,noon,نون
خصم 10% عند استخدام الكود (تويت) بحد أقصى 50 ريال https://t.co/x0TGw0NrVx,1,1031467866904846336,2018-08-20 09:07:57,Twitter for iPhone,12,5,Kingdom of Saudi Arabia,noon,نون
@1sara75 😍💛 #نوّنها,1,1031446644020178944,2018-08-20 07:43:37,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"@rooroo566 وعليكم السلام
تشرفنا بك يالغالية 😍 💛  #نوّنها",1,1031221413989036033,2018-08-19 16:48:38,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@7v3__ العفو 💛,1,1031193753485234176,2018-08-19 14:58:44,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
"أديداس تصاميم عملية ومريحة 👟
https://t.co/9Gfa7ywp77 https://t.co/GJHAfSDvgq",1,1031163882050449409,2018-08-19 13:00:02,Socialbakers,9,0,Kingdom of Saudi Arabia,noon,نون
@manss4ever 😍💛,1,1030864043542827008,2018-08-18 17:08:35,Falcon Social Media Management ,0,0,Kingdom of Saudi Arabia,noon,نون
@ftoon_2222 😎💛,1,1030841493072883713,2018-08-18 15:38:58,Falcon Social Media Management ,1,0,Kingdom of Saudi Arabia,noon,نون
